"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Nationality_plural_n","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO","country"
"288","2022-09-21 17:52:00","2022-09-21 17:56:27",0,100,267,1,"2022-09-21 17:56:28","anonymous","DE",1,1,53,1,1,1,5,5,1,"1|2|3|4|5",97,3,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",77,23,0,0,0,"1|2|3|4|5",3,30,70,"1|2",4,44,56,"1|2",4,4,2,4,8,1,"Deutsche/r","Deutschland","Deutsche",267,"Deutschen","Complete","50-59",1,1,"Intervention","Pass","FL_63","Intervention","Germany"
"289","2022-09-21 17:49:57","2022-09-21 17:58:04",0,100,487,1,"2022-09-21 17:58:06","anonymous","DE",1,1,44,0,1,1,8,5,2,"4|3|2|1|5",20,22,18,11,29,"4|3|2|1|5",2,"4|3|2|1|5",29,18,18,22,13,"4|3|2|1|5",1,61,39,"2|1",2,51,49,"2|1",2,99,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",487,"Deutschen","Complete","40-49",0,1,"Control","Pass","FL_64","Control","Germany"
"290","2022-09-21 17:57:13","2022-09-21 18:00:06",0,100,172,1,"2022-09-21 18:00:06","anonymous","DE",1,1,49,1,1,1,9,7,1,"4|3|2|1|5",32,11,0,0,57,"4|3|2|1|5",1,"4|3|2|1|5",38,20,0,0,42,"4|3|2|1|5",5,57,43,"2|1",3,54,46,"2|1",3,5,2,6,5,1,"Deutsche/r","Deutschland","Deutsche",172,"Deutschen","Speeder","40-49",1,0,"Control","Pass","FL_76","Control","Germany"
"291","2022-09-21 17:51:49","2022-09-21 18:00:24",0,100,514,1,"2022-09-21 18:00:25","anonymous","DE",1,1,66,1,1,1,10,10,2,"4|3|2|1|5",10,50,10,10,20,"4|3|2|1|5",2,"4|3|2|1|5",20,20,20,20,20,"4|3|2|1|5",4,90,10,"2|1",1,50,50,"2|1",1,1,2,4,8,1,"Deutsche/r","Deutschland","Deutsche",514,"Deutschen","Complete","60+",0,0,"Intervention","Pass","FL_88","Intervention","Germany"
"292","2022-09-21 17:55:55","2022-09-21 18:02:09",0,100,373,1,"2022-09-21 18:02:10","anonymous","DE",0.899999976158142,1,31,0,1,1,7,7,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",5,"1|2|3|4|5",61,39,0,0,0,"1|2|3|4|5",5,0,100,"1|2",3,40,60,"1|2",4,7,2,3,5,1,"Deutsche/r","Deutschland","Deutsche",373,"Deutschen","Complete","30-39",0,1,"Control","Pass","FL_64","Control","Germany"
"293","2022-09-21 17:57:59","2022-09-21 18:06:23",0,100,504,1,"2022-09-21 18:06:23","anonymous","DE",1,1,48,1,1,1,5,5,1,"1|2|3|4|5",70,20,0,0,10,"1|2|3|4|5",2,"1|2|3|4|5",40,30,0,0,30,"1|2|3|4|5",4,40,60,"1|2",4,40,60,"1|2",4,5,2,4,10,2,"Deutsche/r","Deutschland","Deutsche",504,"Deutschen","Complete","40-49",1,1,"Intervention","Pass","FL_63","Intervention","Germany"
"294","2022-09-21 18:10:52","2022-09-21 18:15:06",0,100,254,1,"2022-09-21 18:15:07","anonymous","DE",1,1,46,0,1,1,7,7,2,"4|3|2|1|5",45,25,15,10,5,"4|3|2|1|5",2,"4|3|2|1|5",40,20,17,20,3,"4|3|2|1|5",3,30,70,"2|1",3,60,40,"2|1",2,2,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",254,"Deutschen","Complete","40-49",0,0,"Control","Pass","FL_88","Control","Germany"
"295","2022-09-21 18:13:36","2022-09-21 18:17:06",0,100,210,1,"2022-09-21 18:17:08","anonymous","DE",1,1,40,1,1,1,8,7,4,"1|2|3|4|5",74,26,0,0,0,"1|2|3|4|5",4,"1|2|3|4|5",48,37,15,0,0,"1|2|3|4|5",5,84,16,"1|2",2,96,4,"1|2",2,2,2,4,5,2,"Deutsche/r","Deutschland","Deutsche",210,"Deutschen","Complete","40-49",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"296","2022-09-21 18:15:24","2022-09-21 18:17:41",0,100,136,1,"2022-09-21 18:17:41","anonymous","DE",1,1,44,1,1,1,10,9,2,"1|2|3|4|5",39,16,45,0,0,"1|2|3|4|5",2,"1|2|3|4|5",30,10,0,35,25,"1|2|3|4|5",7,50,50,"1|2",3,29,71,"1|2",3,7,2,3,5,1,"Deutsche/r","Deutschland","Deutsche",136,"Deutschen","Speeder","40-49",1,0,"Control","Pass","FL_76","Control","Germany"
"297","2022-09-21 18:14:56","2022-09-21 18:18:30",0,100,213,1,"2022-09-21 18:18:30","anonymous","DE",1,1,32,1,1,1,5,3,1,"1|2|3|4|5",50,28,22,0,0,"1|2|3|4|5",1,"1|2|3|4|5",69,31,0,0,0,"1|2|3|4|5",7,38,62,"1|2",3,60,40,"1|2",3,3,2,5,3,1,"Deutsche/r","Deutschland","Deutsche",213,"Deutschen","Complete","30-39",0,0,"Intervention","Pass","FL_88","Intervention","Germany"
"298","2022-09-21 18:12:49","2022-09-21 18:19:52",0,100,422,1,"2022-09-21 18:19:52","anonymous","DE",0.899999976158142,1,55,0,1,1,7,6,2,"4|3|2|1|5",40,20,10,0,30,"4|3|2|1|5",1,"4|3|2|1|5",30,20,5,0,45,"4|3|2|1|5",4,50,50,"2|1",3,40,60,"2|1",2,5,2,4,7,2,"Deutsche/r","Deutschland","Deutsche",422,"Deutschen","Complete","50-59",0,0,"Control","Pass","FL_88","Control","Germany"
"299","2022-09-21 18:19:36","2022-09-21 18:20:07",0,100,31,1,"2022-09-21 18:20:08","anonymous","DE",0.899999976158142,1,25,1,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",31,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"300","2022-09-21 18:13:23","2022-09-21 18:21:55",0,100,511,1,"2022-09-21 18:21:55","anonymous","DE",0.800000011920929,1,48,1,1,1,8,8,2,"4|3|2|1|5",33,29,16,7,15,"4|3|2|1|5",2,"4|3|2|1|5",50,43,2,0,5,"4|3|2|1|5",1,55,45,"2|1",2,71,29,"2|1",1,1,2,4,6,2,"Deutsche/r","Deutschland","Deutsche",511,"Deutschen","Complete","40-49",1,0,"Intervention","Pass","FL_76","Intervention","Germany"
"301","2022-09-21 18:19:26","2022-09-21 18:24:45",0,100,319,1,"2022-09-21 18:24:46","anonymous","DE",1,1,57,0,1,1,10,10,1,"4|3|2|1|5",37,36,19,5,3,"4|3|2|1|5",2,"4|3|2|1|5",38,40,17,2,3,"4|3|2|1|5",6,29,71,"2|1",3,15,85,"2|1",4,4,2,4,5,2,"Deutsche/r","Deutschland","Deutsche",319,"Deutschen","Complete","50-59",1,1,"Control","Pass","FL_63","Control","Germany"
"302","2022-09-21 18:12:33","2022-09-21 18:26:57",0,100,863,1,"2022-09-21 18:26:57","anonymous","DE",0.899999976158142,1,49,0,1,1,10,7,1,"4|3|2|1|5",43,23,17,12,5,"4|3|2|1|5",1,"4|3|2|1|5",46,25,17,4,8,"4|3|2|1|5",5,73,27,"2|1",3,83,17,"2|1",4,4,2,7,1,1,"Deutsche/r","Deutschland","Deutsche",863,"Deutschen","Complete","40-49",1,1,"Intervention","Pass","FL_63","Intervention","Germany"
"303","2022-09-21 18:30:08","2022-09-21 18:36:59",0,100,411,1,"2022-09-21 18:37:01","anonymous","DE",0.800000011920929,1,66,1,1,1,7,7,1,"1|2|3|4|5",85,10,1,4,0,"1|2|3|4|5",1,"1|2|3|4|5",78,17,5,0,0,"1|2|3|4|5",6,20,80,"1|2",4,20,80,"1|2",3,4,2,5,4,2,"Deutsche/r","Deutschland","Deutsche",411,"Deutschen","Complete","60+",1,1,"Control","Pass","FL_63","Control","Germany"
"304","2022-09-21 18:47:16","2022-09-21 18:52:17",0,100,300,1,"2022-09-21 18:52:17","anonymous","DE",0.800000011920929,1,33,1,1,1,10,10,1,"1|2|3|4|5",50,20,0,0,30,"1|2|3|4|5",1,"1|2|3|4|5",30,10,10,10,40,"1|2|3|4|5",6,68,32,"1|2",2,35,65,"1|2",2,4,2,3,4,1,"Deutsche/r","Deutschland","Deutsche",300,"Deutschen","Complete","30-39",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"305","2022-09-21 18:48:53","2022-09-21 18:53:15",0,100,262,1,"2022-09-21 18:53:15","anonymous","DE",0.899999976158142,1,45,1,1,1,10,10,3,"4|3|2|1|5",0,0,50,50,0,"4|3|2|1|5",3,"4|3|2|1|5",9,22,38,21,10,"4|3|2|1|5",1,29,71,"2|1",1,82,18,"2|1",1,1,2,4,7,1,"Deutsche/r","Deutschland","Deutsche",262,"Deutschen","Complete","40-49",1,1,"Intervention","Pass","FL_63","Intervention","Germany"
"306","2022-09-21 18:48:40","2022-09-21 18:55:49",0,100,429,1,"2022-09-21 18:55:49","anonymous","DE",0.800000011920929,1,67,1,1,1,9,8,1,"1|2|3|4|5",43,57,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",70,20,6,4,0,"1|2|3|4|5",3,30,70,"1|2",3,52,48,"1|2",3,4,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",429,"Deutschen","Complete","60+",1,0,"Control","Pass","FL_76","Control","Germany"
"307","2022-09-21 18:49:17","2022-09-21 18:56:00",0,100,403,1,"2022-09-21 18:56:01","anonymous","DE",0.899999976158142,1,79,1,1,1,10,8,1,"1|2|3|4|5",72,28,0,0,0,"1|2|3|4|5",1,"1|2|3|4|5",94,6,0,0,0,"1|2|3|4|5",4,82,18,"1|2",3,72,28,"1|2",2,2,2,5,2,1,"Deutsche/r","Deutschland","Deutsche",403,"Deutschen","Complete","60+",0,0,"Control","Pass","FL_88","Control","Germany"
"308","2022-09-21 18:49:20","2022-09-21 19:02:06",0,100,765,1,"2022-09-21 19:02:06","anonymous","DE",0.899999976158142,1,36,1,1,1,10,10,1,"4|3|2|1|5",35,65,0,0,0,"4|3|2|1|5",1,"4|3|2|1|5",40,50,0,0,10,"4|3|2|1|5",7,40,60,"2|1",4,15,85,"2|1",4,7,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",765,"Deutschen","Complete","30-39",1,0,"Intervention","Pass","FL_76","Intervention","Germany"
"309","2022-09-21 18:59:44","2022-09-21 19:03:14",0,100,209,1,"2022-09-21 19:03:14","anonymous","DE",1,1,52,1,1,1,9,9,2,"1|2|3|4|5",30,60,10,0,0,"1|2|3|4|5",1,"1|2|3|4|5",47,45,8,0,0,"1|2|3|4|5",6,83,17,"1|2",2,33,67,"1|2",3,2,2,6,6,2,"Deutsche/r","Deutschland","Deutsche",209,"Deutschen","Complete","50-59",0,0,"Control","Pass","FL_88","Control","Germany"
"310","2022-09-21 19:01:30","2022-09-21 19:04:02",0,100,151,1,"2022-09-21 19:04:02","anonymous","DE",0.899999976158142,1,41,1,1,1,8,6,4,"4|3|2|1|5",0,0,0,100,0,"4|3|2|1|5",2,"4|3|2|1|5",0,16,59,25,0,"4|3|2|1|5",4,44,56,"2|1",2,40,60,"2|1",2,4,2,4,5,2,"Deutsche/r","Deutschland","Deutsche",151,"Deutschen","Speeder","40-49",0,1,"Control","Pass","FL_64","Control","Germany"
"311","2022-09-21 19:01:06","2022-09-21 19:07:19",0,100,373,1,"2022-09-21 19:07:21","anonymous","DE",1,1,49,1,1,1,5,5,2,"4|3|2|1|5",54,26,0,0,20,"4|3|2|1|5",1,"4|3|2|1|5",65,17,0,0,18,"4|3|2|1|5",4,29,71,"2|1",3,54,46,"2|1",2,4,2,4,6,1,"Deutsche/r","Deutschland","Deutsche",373,"Deutschen","Complete","40-49",1,1,"Intervention","Pass","FL_63","Intervention","Germany"
"312","2022-09-21 18:58:24","2022-09-21 19:07:27",0,100,542,1,"2022-09-21 19:07:27","anonymous","DE",0.899999976158142,1,42,0,1,1,8,8,2,"4|3|2|1|5",20,20,20,20,20,"4|3|2|1|5",1,"4|3|2|1|5",20,10,10,30,30,"4|3|2|1|5",5,50,50,"2|1",3,50,50,"2|1",2,99,2,3,5,2,"Deutsche/r","Deutschland","Deutsche",542,"Deutschen","Complete","40-49",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"313","2022-09-21 19:16:02","2022-09-21 19:27:57",0,100,715,1,"2022-09-21 19:27:59","anonymous","DE",0.899999976158142,1,72,0,1,1,10,10,1,"1|2|3|4|5",40,30,15,10,5,"1|2|3|4|5",1,"1|2|3|4|5",20,45,20,5,10,"1|2|3|4|5",7,65,35,"1|2",3,65,35,"1|2",3,4,2,4,4,1,"Deutsche/r","Deutschland","Deutsche",715,"Deutschen","Complete","60+",1,1,"Control","Pass","FL_63","Control","Germany"
"314","2022-09-19 13:52:30","2022-09-21 19:32:40",0,100,193209,1,"2022-09-21 19:32:41","anonymous","DE",0.899999976158142,1,28,0,1,1,10,3,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",193209,"Deutschen","","18-29",NA,NA,"","","FL_88","","Germany"
"315","2022-09-21 18:29:20","2022-09-21 19:40:37",0,100,4277,1,"2022-09-21 19:40:37","anonymous","DE",0.899999976158142,1,58,0,1,1,10,10,1,"1|2|3|4|5",100,0,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",60,40,0,0,0,"1|2|3|4|5",7,20,80,"1|2",3,30,70,"1|2",3,5,2,4,2,1,"Deutsche/r","Deutschland","Deutsche",4277,"Deutschen","Complete","50-59",1,0,"Intervention","Pass","FL_76","Intervention","Germany"
"316","2022-09-21 19:34:05","2022-09-21 19:44:44",0,100,638,1,"2022-09-21 19:44:44","anonymous","DE",0.899999976158142,1,49,1,1,1,10,8,2,"4|3|2|1|5",90,0,0,0,10,"4|3|2|1|5",2,"4|3|2|1|5",30,31,5,34,0,"4|3|2|1|5",1,0,100,"2|1",3,70,30,"2|1",3,3,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",638,"Deutschen","Complete","40-49",0,0,"Intervention","Pass","FL_88","Intervention","Germany"
"317","2022-09-21 19:42:19","2022-09-21 19:47:47",0,100,327,1,"2022-09-21 19:47:49","anonymous","DE",1,1,35,1,1,1,7,7,1,"4|3|2|1|5",70,23,3,0,4,"4|3|2|1|5",1,"4|3|2|1|5",70,20,0,0,10,"4|3|2|1|5",5,30,70,"2|1",3,69,31,"2|1",2,6,2,5,6,1,"Deutsche/r","Deutschland","Deutsche",327,"Deutschen","Complete","30-39",1,0,"Control","Pass","FL_76","Control","Germany"
"318","2022-09-21 19:51:31","2022-09-21 19:58:53",0,100,442,1,"2022-09-21 19:58:54","anonymous","DE",0.899999976158142,1,48,1,1,1,10,7,2,"4|3|2|1|5",28,35,15,3,19,"4|3|2|1|5",2,"4|3|2|1|5",16,44,12,7,21,"4|3|2|1|5",4,60,40,"2|1",1,80,20,"2|1",1,1,2,4,7,2,"Deutsche/r","Deutschland","Deutsche",442,"Deutschen","Complete","40-49",1,1,"Intervention","Pass","FL_63","Intervention","Germany"
"319","2022-09-21 19:54:00","2022-09-21 19:58:57",0,100,297,1,"2022-09-21 19:58:58","anonymous","DE",0.899999976158142,1,70,1,1,1,10,10,2,"4|3|2|1|5",0,50,0,40,10,"4|3|2|1|5",2,"4|3|2|1|5",0,80,0,0,20,"4|3|2|1|5",2,80,20,"2|1",2,39,61,"2|1",3,3,2,4,5,2,"Deutsche/r","Deutschland","Deutsche",297,"Deutschen","Complete","60+",1,0,"Control","Pass","FL_76","Control","Germany"
"320","2022-09-21 20:04:17","2022-09-21 20:04:45",0,100,28,1,"2022-09-21 20:04:46","anonymous","DE",0.899999976158142,1,22,0,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",28,"Deutschen","","18-29",NA,NA,"","","","","Germany"
"321","2022-09-21 19:54:49","2022-09-21 20:07:36",0,100,766,1,"2022-09-21 20:07:36","anonymous","DE",0.899999976158142,1,66,1,1,1,10,6,2,"1|2|3|4|5",55,20,19,2,4,"1|2|3|4|5",1,"1|2|3|4|5",76,8,4,2,10,"1|2|3|4|5",3,75,25,"1|2",3,30,70,"1|2",4,2,2,4,3,1,"Deutsche/r","Deutschland","Deutsche",766,"Deutschen","Complete","60+",0,0,"Control","Pass","FL_88","Control","Germany"
"322","2022-09-21 20:06:51","2022-09-21 20:13:29",0,100,398,1,"2022-09-21 20:13:31","anonymous","DE",0.899999976158142,1,40,0,1,1,10,10,1,"1|2|3|4|5",50,30,0,0,20,"1|2|3|4|5",3,"1|2|3|4|5",50,30,0,0,20,"1|2|3|4|5",6,8,92,"1|2",3,0,100,"1|2",3,5,2,3,6,2,"Deutsche/r","Deutschland","Deutsche",398,"Deutschen","Complete","40-49",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"323","2022-09-21 20:07:21","2022-09-21 20:13:33",0,100,371,1,"2022-09-21 20:13:34","anonymous","DE",0.899999976158142,1,58,1,1,1,10,10,1,"1|2|3|4|5",71,18,7,4,0,"1|2|3|4|5",1,"1|2|3|4|5",65,22,5,6,2,"1|2|3|4|5",5,38,62,"1|2",4,28,72,"1|2",4,6,2,6,7,1,"Deutsche/r","Deutschland","Deutsche",371,"Deutschen","Complete","50-59",1,1,"Control","Pass","FL_63","Control","Germany"
"324","2022-09-21 20:11:19","2022-09-21 20:17:01",0,100,342,1,"2022-09-21 20:17:01","anonymous","DE",0.899999976158142,1,50,1,1,1,10,10,1,"1|2|3|4|5",49,14,5,4,28,"1|2|3|4|5",1,"1|2|3|4|5",59,18,5,6,12,"1|2|3|4|5",6,57,43,"1|2",3,14,86,"1|2",2,3,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",342,"Deutschen","Complete","50-59",1,0,"Intervention","Pass","FL_76","Intervention","Germany"
"325","2022-09-21 20:31:22","2022-09-21 20:34:29",0,100,186,1,"2022-09-21 20:34:30","anonymous","DE",1,1,42,1,1,1,9,7,1,"4|3|2|1|5",8,39,0,30,23,"4|3|2|1|5",2,"4|3|2|1|5",23,15,30,8,24,"4|3|2|1|5",6,59,41,"2|1",2,61,39,"2|1",2,4,2,3,5,1,"Deutsche/r","Deutschland","Deutsche",186,"Deutschen","Complete","40-49",1,0,"Intervention","Pass","FL_76","Intervention","Germany"
"326","2022-09-21 20:29:04","2022-09-21 20:38:27",0,100,562,1,"2022-09-21 20:38:27","anonymous","DE",0.899999976158142,1,64,1,1,1,9,8,1,"4|3|2|1|5",40,35,10,5,10,"4|3|2|1|5",1,"4|3|2|1|5",60,25,10,0,5,"4|3|2|1|5",6,10,90,"2|1",4,20,80,"2|1",3,4,2,7,2,2,"Deutsche/r","Deutschland","Deutsche",562,"Deutschen","Complete","60+",0,1,"Control","Pass","FL_64","Control","Germany"
"327","2022-09-21 20:28:32","2022-09-21 20:40:39",0,100,727,1,"2022-09-21 20:40:40","anonymous","DE",1,1,73,1,1,1,9,8,1,"4|3|2|1|5",62,21,9,4,4,"4|3|2|1|5",1,"4|3|2|1|5",69,11,9,7,4,"4|3|2|1|5",5,38,62,"2|1",3,19,81,"2|1",3,3,2,3,4,2,"Deutsche/r","Deutschland","Deutsche",727,"Deutschen","Complete","60+",0,0,"Intervention","Pass","FL_88","Intervention","Germany"
"328","2022-09-21 20:35:20","2022-09-21 20:46:27",0,100,666,1,"2022-09-21 20:46:29","anonymous","DE",1,1,54,0,1,1,10,8,2,"4|3|2|1|5",21,21,7,4,47,"4|3|2|1|5",2,"4|3|2|1|5",38,41,10,2,9,"4|3|2|1|5",5,18,82,"2|1",2,80,20,"2|1",2,4,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",666,"Deutschen","Complete","50-59",1,1,"Control","Pass","FL_63","Control","Germany"
"329","2022-09-21 21:06:32","2022-09-21 21:14:33",0,100,481,1,"2022-09-21 21:14:33","anonymous","DE",0.899999976158142,1,56,0,1,1,10,8,2,"1|2|3|4|5",62,25,5,4,4,"1|2|3|4|5",2,"1|2|3|4|5",9,68,4,0,19,"1|2|3|4|5",6,72,28,"1|2",3,29,71,"1|2",2,1,2,4,6,1,"Deutsche/r","Deutschland","Deutsche",481,"Deutschen","Complete","50-59",0,0,"Control","Pass","FL_88","Control","Germany"
"330","2022-09-21 20:59:02","2022-09-21 21:19:12",0,100,1209,1,"2022-09-21 21:19:12","anonymous","DE",0.899999976158142,1,36,1,1,1,10,10,1,"4|3|2|1|5",60,20,10,10,0,"4|3|2|1|5",1,"4|3|2|1|5",50,30,10,10,0,"4|3|2|1|5",5,15,85,"2|1",3,20,80,"2|1",4,6,2,3,5,1,"Deutsche/r","Deutschland","Deutsche",1209,"Deutschen","Complete","30-39",0,1,"Intervention","Pass","FL_64","Intervention","Germany"
"331","2022-09-21 21:16:53","2022-09-21 21:22:15",0,100,321,1,"2022-09-21 21:22:15","anonymous","DE",0.899999976158142,1,40,0,1,1,9,8,2,"4|3|2|1|5",20,35,25,10,10,"4|3|2|1|5",2,"4|3|2|1|5",10,29,40,15,6,"4|3|2|1|5",4,61,39,"2|1",3,58,42,"2|1",2,5,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",321,"Deutschen","Complete","40-49",0,1,"Control","Pass","FL_64","Control","Germany"
"332","2022-09-21 21:28:01","2022-09-21 21:33:00",0,100,298,1,"2022-09-21 21:33:00","anonymous","DE",1,1,31,0,1,1,10,5,1,"4|3|2|1|5",81,0,0,0,19,"4|3|2|1|5",1,"4|3|2|1|5",81,0,0,0,19,"4|3|2|1|5",7,20,80,"2|1",4,38,62,"2|1",4,7,2,4,3,2,"Deutsche/r","Deutschland","Deutsche",298,"Deutschen","Complete","30-39",1,0,"Intervention","Pass","FL_76","Intervention","Germany"
"333","2022-09-21 21:29:45","2022-09-21 21:34:15",0,100,269,1,"2022-09-21 21:34:15","anonymous","DE",1,1,61,0,1,1,10,5,2,"1|2|3|4|5",62,38,0,0,0,"1|2|3|4|5",2,"1|2|3|4|5",73,27,0,0,0,"1|2|3|4|5",7,28,72,"1|2",3,38,62,"1|2",2,3,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",269,"Deutschen","Complete","60+",1,1,"Control","Pass","FL_63","Control","Germany"
"334","2022-09-21 21:40:10","2022-09-21 21:43:43",0,100,212,1,"2022-09-21 21:43:45","anonymous","DE",0.899999976158142,1,37,1,1,1,9,8,2,"1|2|3|4|5",10,85,0,0,5,"1|2|3|4|5",2,"1|2|3|4|5",30,70,0,0,0,"1|2|3|4|5",6,60,40,"1|2",2,60,40,"1|2",2,4,2,3,4,1,"Deutsche/r","Deutschland","Deutsche",212,"Deutschen","Complete","30-39",0,0,"Intervention","Pass","FL_88","Intervention","Germany"
"335","2022-09-21 22:10:14","2022-09-21 22:16:05",0,100,351,1,"2022-09-21 22:16:05","anonymous","DE",1,1,33,0,1,1,8,0,1,"4|3|2|1|5",44,27,17,12,0,"4|3|2|1|5",1,"4|3|2|1|5",64,13,5,0,18,"4|3|2|1|5",1,65,35,"2|1",3,49,51,"2|1",3,4,2,4,2,1,"Deutsche/r","Deutschland","Deutsche",351,"Deutschen","Complete","30-39",1,0,"Intervention","Pass","FL_76","Intervention","Germany"
"336","2022-09-21 22:29:17","2022-09-21 22:37:35",0,100,498,1,"2022-09-21 22:37:37","anonymous","DE",0.899999976158142,1,69,0,1,1,10,10,1,"1|2|3|4|5",61,18,5,9,7,"1|2|3|4|5",1,"1|2|3|4|5",79,14,7,0,0,"1|2|3|4|5",5,70,30,"1|2",3,64,36,"1|2",3,5,2,3,5,2,"Deutsche/r","Deutschland","Deutsche",498,"Deutschen","Complete","60+",0,1,"Control","Pass","FL_64","Control","Germany"
"337","2022-09-21 22:56:08","2022-09-21 23:01:07",0,100,298,1,"2022-09-21 23:01:07","anonymous","DE",1,1,42,1,1,1,2,8,1,"4|3|2|1|5",56,8,9,27,0,"4|3|2|1|5",1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",2,0,100,"2|1",3,20,80,"2|1",4,4,2,4,2,1,"Deutsche/r","Deutschland","Deutsche",298,"Deutschen","Complete","40-49",1,1,"Control","Pass","FL_63","Control","Germany"
"338","2022-09-21 23:09:06","2022-09-21 23:12:59",0,100,232,1,"2022-09-21 23:13:00","anonymous","DE",0.899999976158142,1,35,1,1,1,3,6,2,"1|2|3|4|5",39,33,18,0,10,"1|2|3|4|5",2,"1|2|3|4|5",41,19,35,5,0,"1|2|3|4|5",4,21,79,"1|2",2,50,50,"1|2",2,4,2,5,3,1,"Deutsche/r","Deutschland","Deutsche",232,"Deutschen","Complete","30-39",0,0,"Intervention","Pass","FL_88","Intervention","Germany"
"339","2022-09-21 23:44:59","2022-09-21 23:45:49",0,100,50,1,"2022-09-21 23:45:50","anonymous","DE",1,1,40,1,0,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Deutsche/r","Deutschland","Deutsche",50,"Deutschen","Screenout","40-49",NA,NA,"","","","","Germany"
"340","2022-09-22 00:57:37","2022-09-22 01:05:10",0,100,452,1,"2022-09-22 01:05:10","anonymous","DE",0.899999976158142,1,61,1,1,1,5,5,1,"1|2|3|4|5",67,32,1,0,0,"1|2|3|4|5",2,"1|2|3|4|5",33,46,9,7,5,"1|2|3|4|5",6,21,79,"1|2",3,32,68,"1|2",3,4,2,6,5,1,"Deutsche/r","Deutschland","Deutsche",452,"Deutschen","Complete","60+",0,0,"Intervention","Pass","FL_88","Intervention","Germany"
"341","2022-09-22 02:03:12","2022-09-22 02:10:24",0,100,432,1,"2022-09-22 02:10:26","anonymous","DE",1,1,68,0,1,1,10,5,2,"4|3|2|1|5",30,30,15,15,10,"4|3|2|1|5",2,"4|3|2|1|5",20,30,15,15,20,"4|3|2|1|5",5,40,60,"2|1",3,40,60,"2|1",3,5,2,4,5,2,"Deutsche/r","Deutschland","Deutsche",432,"Deutschen","Complete","60+",1,0,"Control","Pass","FL_76","Control","Germany"
"342","2022-09-22 05:53:34","2022-09-22 05:56:42",0,100,188,1,"2022-09-22 05:56:44","anonymous","DE",1,1,66,1,1,1,8,7,1,"4|3|2|1|5",50,15,13,21,1,"4|3|2|1|5",1,"4|3|2|1|5",100,0,0,0,0,"4|3|2|1|5",6,27,73,"2|1",3,16,84,"2|1",3,5,2,4,5,1,"Deutsche/r","Deutschland","Deutsche",188,"Deutschen","Complete","60+",1,1,"Control","Pass","FL_63","Control","Germany"
