"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Crear.un.campo.nuevo.o.elegir.del.menú.desplegable..","Country","Nationality_plural","Q_TotalDuration","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO"
"471","2022-10-04 14:42:16","2022-10-04 14:42:52","0","100","35","1","2022-10-04 14:42:52","anonymous","ES","1","1","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","35","","18-29","","","","","",""
"472","2022-10-04 14:41:49","2022-10-04 14:43:09","0","100","80","1","2022-10-04 14:43:10","anonymous","ES","1","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","80","","18-29","","","","","",""
"473","2022-10-04 14:42:36","2022-10-04 14:43:25","0","100","49","1","2022-10-04 14:43:26","anonymous","ES","0.800000011920929","1","20","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","49","","18-29","","","","","",""
"474","2022-10-04 14:43:01","2022-10-04 14:43:28","0","100","26","1","2022-10-04 14:43:28","anonymous","ES","0.8999999761581421","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","26","","18-29","","","","","",""
"475","2022-10-04 14:42:53","2022-10-04 14:43:31","0","100","37","1","2022-10-04 14:43:31","anonymous","ES","0.8999999761581421","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","37","","18-29","","","","","",""
"476","2022-10-04 14:38:11","2022-10-04 14:43:38","0","100","326","1","2022-10-04 14:43:38","anonymous","ES","0.8999999761581421","1","19","1","1","1","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","326","","18-29","","","","","FL_76",""
"477","2022-10-04 14:42:46","2022-10-04 14:43:44","0","100","58","1","2022-10-04 14:43:44","anonymous","ES","0.8999999761581421","1","40","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","58","","40-49","","","","","",""
"478","2022-10-04 14:42:44","2022-10-04 14:44:01","0","100","77","1","2022-10-04 14:44:01","anonymous","ES","1","1","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","77","","18-29","","","","","",""
"479","2022-10-04 14:43:36","2022-10-04 14:44:04","0","100","27","1","2022-10-04 14:44:04","anonymous","ES","0.8999999761581421","1","37","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","27","","30-39","","","","","",""
"480","2022-10-04 14:43:28","2022-10-04 14:44:13","0","100","44","1","2022-10-04 14:44:13","anonymous","ES","1","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","44","","18-29","","","","","",""
"481","2022-10-04 14:44:01","2022-10-04 14:44:26","0","100","24","1","2022-10-04 14:44:26","anonymous","ES","1","1","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","24","","18-29","","","","","",""
"482","2022-10-04 14:43:36","2022-10-04 14:44:33","0","100","57","1","2022-10-04 14:44:34","anonymous","ES","0.8999999761581421","1","21","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","57","","18-29","","","","","",""
"483","2022-10-04 14:43:29","2022-10-04 14:44:40","0","100","71","1","2022-10-04 14:44:41","anonymous","ES","1","1","24","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","71","","18-29","","","","","",""
"484","2022-10-04 14:44:22","2022-10-04 14:44:50","0","100","27","1","2022-10-04 14:44:51","anonymous","ES","0.8999999761581421","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","27","","18-29","","","","","",""
"485","2022-10-04 14:44:13","2022-10-04 14:44:51","0","100","38","1","2022-10-04 14:44:51","anonymous","ES","1","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","38","","18-29","","","","","",""
"486","2022-10-04 14:44:32","2022-10-04 14:44:52","0","100","19","1","2022-10-04 14:44:52","anonymous","ES","0.8999999761581421","1","26","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","19","","18-29","","","","","",""
"487","2022-10-04 14:44:35","2022-10-04 14:44:53","0","100","17","1","2022-10-04 14:44:54","anonymous","ES","1","1","19","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","17","","18-29","","","","","",""
"488","2022-10-04 14:43:58","2022-10-04 14:44:56","0","100","57","1","2022-10-04 14:44:57","anonymous","ES","0.8999999761581421","1","21","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","57","","18-29","","","","","",""
"489","2022-10-04 14:43:59","2022-10-04 14:44:59","0","100","60","1","2022-10-04 14:44:59","anonymous","ES","0.8999999761581421","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","60","","18-29","","","","","",""
"490","2022-10-04 14:44:23","2022-10-04 14:45:01","0","100","38","1","2022-10-04 14:45:01","anonymous","ES","0.8999999761581421","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","38","","18-29","","","","","",""
"491","2022-10-04 14:44:47","2022-10-04 14:45:16","0","100","28","1","2022-10-04 14:45:16","anonymous","ES","1","1","28","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","28","","18-29","","","","","",""
"492","2022-10-04 14:44:44","2022-10-04 14:45:28","0","100","43","1","2022-10-04 14:45:29","anonymous","ES","1","1","27","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","43","","18-29","","","","","",""
"493","2022-10-04 14:44:49","2022-10-04 14:45:29","0","100","40","1","2022-10-04 14:45:29","anonymous","ES","0.8999999761581421","1","36","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","40","","30-39","","","","","",""
"494","2022-10-04 14:44:45","2022-10-04 14:45:33","0","100","47","1","2022-10-04 14:45:33","anonymous","ES","0.8999999761581421","1","21","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","47","","18-29","","","","","",""
"495","2022-10-04 14:45:11","2022-10-04 14:45:38","0","100","27","1","2022-10-04 14:45:39","anonymous","ES","0.8999999761581421","1","28","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","27","","18-29","","","","","",""
"496","2022-10-04 14:44:54","2022-10-04 14:45:58","0","100","63","1","2022-10-04 14:45:58","anonymous","ES","0.8999999761581421","1","23","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","63","","18-29","","","","","",""
"497","2022-10-04 14:44:45","2022-10-04 14:46:03","0","100","77","1","2022-10-04 14:46:03","anonymous","ES","1","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","77","","18-29","","","","","",""
"498","2022-10-04 14:41:16","2022-10-04 14:46:05","0","100","288","1","2022-10-04 14:46:05","anonymous","ES","0.8999999761581421","1","61","1","1","1","10","5","1","4|3|2|1|5","77","23","0","0","0","4|3|2|1|5","1","4|3|2|1|5","97","3","0","0","0","4|3|2|1|5","7","11","89","2|1","4","100","0","2|1","4","5","2","2","5","1","mexicano/a","","México","mexicanos/as","288","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"499","2022-10-04 14:45:47","2022-10-04 14:46:06","0","100","19","1","2022-10-04 14:46:06","anonymous","ES","0.8999999761581421","1","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","19","","18-29","","","","","",""
"500","2022-10-04 14:37:08","2022-10-04 14:46:06","0","100","537","1","2022-10-04 14:46:07","anonymous","ES","1","1","59","0","1","1","10","10","2","1|2|3|4|5","0","100","0","0","0","1|2|3|4|5","2","1|2|3|4|5","0","100","0","0","0","1|2|3|4|5","7","30","70","1|2","4","20","80","1|2","4","7","2","4","0","1","mexicano/a","","México","mexicanos/as","537","Complete","50-59","0","0","Control","Pass","FL_88","Control"
"501","2022-10-04 14:44:39","2022-10-04 14:46:21","0","100","102","1","2022-10-04 14:46:22","anonymous","ES","1","1","29","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","102","","18-29","","","","","",""
"502","2022-10-04 14:44:02","2022-10-04 14:46:45","0","100","163","1","2022-10-04 14:46:46","anonymous","ES","1","1","23","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","163","","18-29","","","","","",""
"503","2022-10-04 14:46:17","2022-10-04 14:47:01","0","100","43","1","2022-10-04 14:47:01","anonymous","ES","1","1","26","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","43","","18-29","","","","","",""
"504","2022-10-04 14:45:27","2022-10-04 14:47:04","0","100","97","1","2022-10-04 14:47:05","anonymous","ES","0.8999999761581421","1","28","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","97","","18-29","","","","","",""
"505","2022-10-04 14:46:26","2022-10-04 14:47:33","0","100","67","1","2022-10-04 14:47:33","anonymous","ES","1","1","52","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","67","","50-59","","","","","",""
"506","2022-10-04 14:39:11","2022-10-04 14:48:11","0","100","540","1","2022-10-04 14:48:11","anonymous","ES","0.8999999761581421","1","54","0","1","1","10","10","2","1|2|3|4|5","15","62","0","0","23","1|2|3|4|5","2","1|2|3|4|5","18","43","0","0","39","1|2|3|4|5","6","40","60","1|2","3","55","45","1|2","3","7","2","5","4","1","mexicano/a","","México","mexicanos/as","540","Complete","50-59","0","1","Control","Pass","FL_64","Control"
"507","2022-10-04 14:47:18","2022-10-04 14:48:13","0","100","54","1","2022-10-04 14:48:14","anonymous","ES","1","1","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","54","","18-29","","","","","",""
"508","2022-10-04 14:47:55","2022-10-04 14:48:25","0","100","29","1","2022-10-04 14:48:25","anonymous","ES","0.8999999761581421","1","23","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","29","","18-29","","","","","",""
"509","2022-10-04 14:41:43","2022-10-04 14:48:53","0","100","430","1","2022-10-04 14:48:54","anonymous","ES","1","1","54","0","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","0","100","0","0","0","1|2|3|4|5","6","50","50","1|2","3","100","0","1|2","3","6","2","3","5","1","mexicano/a","","México","mexicanos/as","430","Complete","50-59","0","0","Intervention","Pass","FL_88","Intervention"
"510","2022-10-04 14:42:04","2022-10-04 14:48:59","0","100","414","1","2022-10-04 14:48:59","anonymous","ES","0.8999999761581421","1","55","0","1","1","10","10","1","1|2|3|4|5","56","44","0","0","0","1|2|3|4|5","1","1|2|3|4|5","52","48","0","0","0","1|2|3|4|5","7","39","61","1|2","4","56","44","1|2","4","7","2","5","6","1","mexicano/a","","México","mexicanos/as","414","Complete","50-59","0","0","Control","Pass","FL_88","Control"
"511","2022-10-04 14:48:36","2022-10-04 14:49:05","0","100","29","1","2022-10-04 14:49:05","anonymous","ES","0.8999999761581421","1","28","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","29","","18-29","","","","","",""
"512","2022-10-04 14:49:20","2022-10-04 14:50:02","0","100","41","1","2022-10-04 14:50:02","anonymous","ES","1","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","41","","18-29","","","","","",""
"513","2022-10-04 14:46:27","2022-10-04 14:50:39","0","100","252","1","2022-10-04 14:50:39","anonymous","ES","","1","63","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","252","Screenout","60+","","","","","",""
"514","2022-10-04 14:51:06","2022-10-04 14:51:37","0","100","30","1","2022-10-04 14:51:37","anonymous","ES","0.8999999761581421","1","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","30","","18-29","","","","","",""
"515","2022-10-04 14:51:37","2022-10-04 14:52:08","0","100","30","1","2022-10-04 14:52:09","anonymous","ES","0.8999999761581421","1","30","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","30","","30-39","","","","","",""
"516","2022-10-04 14:52:04","2022-10-04 14:52:20","0","100","16","1","2022-10-04 14:52:21","anonymous","ES","0.8999999761581421","1","28","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","16","","18-29","","","","","",""
"517","2022-10-04 14:51:58","2022-10-04 14:52:25","0","100","27","1","2022-10-04 14:52:25","anonymous","ES","0.8999999761581421","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","27","","18-29","","","","","",""
"518","2022-10-04 14:51:52","2022-10-04 14:52:27","0","100","35","1","2022-10-04 14:52:28","anonymous","ES","0.8999999761581421","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","35","","18-29","","","","","",""
"519","2022-10-04 14:41:30","2022-10-04 14:52:40","0","100","669","1","2022-10-04 14:52:40","anonymous","ES","1","1","64","0","1","1","10","10","2","4|3|2|1|5","20","10","10","10","50","4|3|2|1|5","2","4|3|2|1|5","20","20","10","10","40","4|3|2|1|5","7","70","30","2|1","3","70","30","2|1","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","669","Complete","60+","1","0","Intervention","Pass","FL_76","Intervention"
"520","2022-10-04 14:52:28","2022-10-04 14:52:42","8","100","14","1","2022-10-04 14:52:42","anonymous","ES","0.8999999761581421","1","28","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","14","","18-29","","","","","",""
"521","2022-10-04 14:51:47","2022-10-04 14:52:45","0","100","58","1","2022-10-04 14:52:46","anonymous","ES","0.8999999761581421","1","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","58","","18-29","","","","","",""
"522","2022-10-04 14:52:13","2022-10-04 14:52:47","0","100","34","1","2022-10-04 14:52:47","anonymous","ES","1","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","34","","18-29","","","","","",""
"523","2022-10-04 14:52:33","2022-10-04 14:52:50","0","100","16","1","2022-10-04 14:52:51","anonymous","ES","0.8999999761581421","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","16","","18-29","","","","","",""
"524","2022-10-04 14:52:29","2022-10-04 14:53:10","0","100","41","1","2022-10-04 14:53:11","anonymous","ES","1","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","41","","18-29","","","","","",""
"525","2022-10-04 14:52:28","2022-10-04 14:53:17","0","100","48","1","2022-10-04 14:53:17","anonymous","ES","0.8999999761581421","1","26","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","48","","18-29","","","","","",""
"526","2022-10-04 14:46:54","2022-10-04 14:53:20","0","100","385","1","2022-10-04 14:53:20","anonymous","ES","1","1","57","0","1","1","10","10","1","1|2|3|4|5","90","10","0","0","0","1|2|3|4|5","2","1|2|3|4|5","19","0","0","0","81","1|2|3|4|5","7","60","40","1|2","3","55","45","1|2","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","385","Complete","50-59","1","1","Control","Pass","FL_63","Control"
"527","2022-10-04 14:52:51","2022-10-04 14:53:30","0","100","38","1","2022-10-04 14:53:30","anonymous","ES","1","1","35","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","38","","30-39","","","","","",""
"528","2022-10-04 14:52:04","2022-10-04 14:53:35","0","100","90","1","2022-10-04 14:53:35","anonymous","ES","1","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","90","","18-29","","","","","",""
"529","2022-10-04 14:53:17","2022-10-04 14:53:43","0","100","25","1","2022-10-04 14:53:43","anonymous","ES","1","1","29","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","25","","18-29","","","","","",""
"530","2022-10-04 14:52:15","2022-10-04 14:53:51","0","100","96","1","2022-10-04 14:53:51","anonymous","ES","1","1","57","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","96","","50-59","","","","","",""
"531","2022-10-04 14:53:19","2022-10-04 14:53:51","0","100","32","1","2022-10-04 14:53:52","anonymous","ES","1","1","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","32","","18-29","","","","","",""
"532","2022-10-04 14:53:08","2022-10-04 14:53:56","0","100","47","1","2022-10-04 14:53:56","anonymous","ES","1","1","30","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","47","","30-39","","","","","",""
"533","2022-10-04 14:41:39","2022-10-04 14:53:56","0","100","736","1","2022-10-04 14:53:57","anonymous","ES","1","1","54","0","1","1","10","10","1","4|3|2|1|5","15","75","0","0","10","4|3|2|1|5","1","4|3|2|1|5","73","0","0","0","27","4|3|2|1|5","5","30","70","2|1","4","20","80","2|1","3","5","2","5","1","1","mexicano/a","","México","mexicanos/as","736","Complete","50-59","0","1","Control","Pass","FL_64","Control"
"534","2022-10-04 14:53:41","2022-10-04 14:54:08","0","100","27","1","2022-10-04 14:54:08","anonymous","ES","0.8999999761581421","1","47","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","27","","40-49","","","","","",""
"535","2022-10-04 14:53:50","2022-10-04 14:54:40","0","100","49","1","2022-10-04 14:54:40","anonymous","ES","1","1","21","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","49","","18-29","","","","","",""
"536","2022-10-04 14:54:18","2022-10-04 14:54:43","0","100","25","1","2022-10-04 14:54:44","anonymous","ES","1","1","18","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","25","","18-29","","","","","",""
"537","2022-10-04 14:54:02","2022-10-04 14:54:45","0","100","43","1","2022-10-04 14:54:45","anonymous","ES","1","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","43","","18-29","","","","","",""
"538","2022-10-04 14:54:24","2022-10-04 14:54:48","0","100","24","1","2022-10-04 14:54:49","anonymous","ES","0.8999999761581421","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","24","","18-29","","","","","",""
"539","2022-10-04 14:52:16","2022-10-04 14:55:14","0","100","177","1","2022-10-04 14:55:14","anonymous","ES","1","1","23","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","177","","18-29","","","","","",""
"540","2022-10-04 14:54:25","2022-10-04 14:55:19","0","100","53","1","2022-10-04 14:55:19","anonymous","ES","0.8999999761581421","1","19","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","53","","18-29","","","","","",""
"541","2022-10-04 14:48:28","2022-10-04 14:55:42","0","100","434","1","2022-10-04 14:55:43","anonymous","ES","1","1","51","0","1","1","10","10","1","4|3|2|1|5","50","30","10","10","0","4|3|2|1|5","1","4|3|2|1|5","60","30","10","0","0","4|3|2|1|5","4","40","60","2|1","4","40","60","2|1","4","7","2","5","4","1","mexicano/a","","México","mexicanos/as","434","Complete","50-59","1","0","Control","Pass","FL_76","Control"
"542","2022-10-04 14:55:19","2022-10-04 14:55:46","0","100","27","1","2022-10-04 14:55:47","anonymous","ES","1","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","27","","18-29","","","","","",""
"543","2022-10-04 14:54:42","2022-10-04 14:55:50","0","100","68","1","2022-10-04 14:55:50","anonymous","ES","1","1","0","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","68","Screenout","","","","","","",""
"544","2022-10-04 14:55:25","2022-10-04 14:56:00","0","100","35","1","2022-10-04 14:56:02","anonymous","ES","0.8999999761581421","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","35","","18-29","","","","","",""
"545","2022-10-04 14:52:32","2022-10-04 14:56:09","0","100","216","1","2022-10-04 14:56:09","anonymous","ES","0.8999999761581421","1","23","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","216","","18-29","","","","","",""
"546","2022-10-04 14:55:01","2022-10-04 14:56:12","0","100","70","1","2022-10-04 14:56:12","anonymous","ES","1","1","21","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","70","","18-29","","","","","",""
"547","2022-10-04 14:55:43","2022-10-04 14:56:22","0","100","39","1","2022-10-04 14:56:23","anonymous","ES","1","1","28","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","39","","18-29","","","","","",""
"548","2022-10-04 14:56:03","2022-10-04 14:56:35","0","100","31","1","2022-10-04 14:56:35","anonymous","ES","1","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","31","","18-29","","","","","",""
"549","2022-10-04 14:43:32","2022-10-04 14:56:41","0","100","789","1","2022-10-04 14:56:42","anonymous","ES","1","1","53","0","1","1","10","10","2","4|3|2|1|5","0","0","10","90","0","4|3|2|1|5","2","4|3|2|1|5","20","49","21","10","0","4|3|2|1|5","6","34","66","2|1","4","20","80","2|1","4","5","2","4","5","1","mexicano/a","","México","mexicanos/as","789","Complete","50-59","1","0","Intervention","Pass","FL_76","Intervention"
"550","2022-10-04 14:56:06","2022-10-04 14:57:01","0","100","55","1","2022-10-04 14:57:02","anonymous","ES","1","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","55","","18-29","","","","","",""
"551","2022-10-04 14:56:50","2022-10-04 14:57:15","0","100","25","1","2022-10-04 14:57:16","anonymous","ES","1","1","23","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","25","","18-29","","","","","",""
"552","2022-10-04 14:57:19","2022-10-04 14:57:44","0","100","24","1","2022-10-04 14:57:44","anonymous","ES","1","1","29","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","24","","18-29","","","","","",""
"553","2022-10-04 14:55:51","2022-10-04 14:57:47","0","100","116","1","2022-10-04 14:57:48","anonymous","ES","1","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","116","","18-29","","","","","",""
"554","2022-10-04 14:57:17","2022-10-04 14:57:49","0","100","32","1","2022-10-04 14:57:50","anonymous","ES","1","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","32","","18-29","","","","","",""
"555","2022-10-04 14:51:01","2022-10-04 14:57:55","0","100","413","1","2022-10-04 14:57:55","anonymous","ES","1","1","53","0","1","1","10","10","2","1|2|3|4|5","54","46","0","0","0","1|2|3|4|5","2","1|2|3|4|5","58","42","0","0","0","1|2|3|4|5","3","48","52","1|2","4","35","65","1|2","4","5","2","4","5","1","mexicano/a","","México","mexicanos/as","413","Complete","50-59","0","0","Intervention","Pass","FL_88","Intervention"
"556","2022-10-04 14:54:32","2022-10-04 14:58:11","0","100","219","1","2022-10-04 14:58:11","anonymous","ES","0.8999999761581421","1","54","0","1","1","10","10","3","1|2|3|4|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","219","","50-59","","","","","FL_63",""
"557","2022-10-04 14:57:52","2022-10-04 14:58:22","0","100","29","1","2022-10-04 14:58:22","anonymous","ES","0.8999999761581421","1","22","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","29","","18-29","","","","","",""
"558","2022-10-04 14:41:58","2022-10-04 14:58:26","0","100","987","1","2022-10-04 14:58:26","anonymous","ES","0.800000011920929","1","51","0","1","1","10","9","1","1|2|3|4|5","","","","","","","5","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","987","","50-59","","","","","FL_64",""
"559","2022-10-04 14:58:06","2022-10-04 14:58:26","0","100","20","1","2022-10-04 14:58:26","anonymous","ES","0.8999999761581421","1","25","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","20","","18-29","","","","","",""
"560","2022-10-04 14:57:42","2022-10-04 14:58:27","0","100","44","1","2022-10-04 14:58:27","anonymous","ES","0.8999999761581421","1","24","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","44","","18-29","","","","","",""
