"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Country","Nationality_plural","Q_TotalDuration","Country_n1","Country_n2","Nationality_singular_n1","Nationality_plural_n1","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO"
"257","2022-10-03 10:24:16","2022-10-03 10:29:08","0","100","291","1","2022-10-03 10:29:08","anonymous","PL","1","1","40","0","1","1","10","5","2","1|2|3|4|5","2","18","13","26","41","1|2|3|4|5","2","1|2|3|4|5","17","19","22","1","41","1|2|3|4|5","5","24","76","1|2","4","66","34","1|2","3","5","2","7","1","1","Polak/Polka","Polska","Polacy","291","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","0","1","Control","Pass","FL_64","Control"
"258","2022-10-03 10:24:24","2022-10-03 10:30:24","0","100","359","1","2022-10-03 10:30:24","anonymous","PL","1","1","47","0","1","1","10","10","1","4|3|2|1|5","40","50","10","0","0","4|3|2|1|5","1","4|3|2|1|5","30","20","0","0","50","4|3|2|1|5","4","39","61","2|1","4","40","60","2|1","4","7","2","4","5","1","Polak/Polka","Polska","Polacy","359","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","1","0","Intervention","Pass","FL_76","Intervention"
"259","2022-10-03 10:27:54","2022-10-03 10:31:52","0","100","237","1","2022-10-03 10:31:52","anonymous","PL","1","1","54","0","1","1","10","7","2","1|2|3|4|5","18","44","12","14","12","1|2|3|4|5","1","1|2|3|4|5","41","19","5","4","31","1|2|3|4|5","4","52","48","1|2","3","50","50","1|2","3","99","2","5","1","1","Polak/Polka","Polska","Polacy","237","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","0","Control","Pass","FL_76","Control"
"260","2022-10-03 10:23:56","2022-10-03 10:36:31","0","100","754","1","2022-10-03 10:36:31","anonymous","PL","1","1","49","0","1","1","10","10","1","1|2|3|4|5","35","45","20","0","0","1|2|3|4|5","5","1|2|3|4|5","44","56","0","0","0","1|2|3|4|5","4","68","32","1|2","4","87","13","1|2","3","7","2","5","6","1","Polak/Polka","Polska","Polacy","754","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","1","1","Control","Pass","FL_63","Control"
"261","2022-10-03 10:28:53","2022-10-03 10:36:36","0","100","462","1","2022-10-03 10:36:38","anonymous","PL","1","1","33","0","1","1","10","10","2","1|2|3|4|5","35","45","10","2","8","1|2|3|4|5","1","1|2|3|4|5","31","34","12","9","14","1|2|3|4|5","4","27","73","1|2","4","42","58","1|2","3","4","2","4","10","1","Polak/Polka","Polska","Polacy","462","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"262","2022-10-03 10:30:21","2022-10-03 10:37:25","0","100","424","1","2022-10-03 10:37:25","anonymous","PL","1","1","74","0","1","1","10","10","1","1|2|3|4|5","50","28","14","0","8","1|2|3|4|5","4","1|2|3|4|5","30","30","0","38","2","1|2|3|4|5","7","61","39","1|2","3","29","71","1|2","3","7","2","3","4","1","Polak/Polka","Polska","Polacy","424","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","1","Control","Pass","FL_64","Control"
"263","2022-10-03 10:34:21","2022-10-03 10:39:00","0","100","278","1","2022-10-03 10:39:00","anonymous","PL","1","1","70","0","1","1","10","10","2","4|3|2|1|5","7","52","41","0","0","4|3|2|1|5","2","4|3|2|1|5","21","24","19","36","0","4|3|2|1|5","5","47","53","2|1","3","49","51","2|1","2","3","2","6","3","1","Polak/Polka","Polska","Polacy","278","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","0","Intervention","Pass","FL_88","Intervention"
"264","2022-10-03 10:35:34","2022-10-03 10:43:40","0","100","486","1","2022-10-03 10:43:40","anonymous","PL","1","1","61","0","1","1","9","9","2","1|2|3|4|5","28","51","0","0","21","1|2|3|4|5","2","1|2|3|4|5","25","34","34","0","7","1|2|3|4|5","5","0","100","1|2","4","0","100","1|2","3","6","2","6","5","1","Polak/Polka","Polska","Polacy","486","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","0","Intervention","Pass","FL_88","Intervention"
"265","2022-10-03 10:04:43","2022-10-03 10:43:49","0","100","2345","1","2022-10-03 10:43:49","anonymous","PL","1","1","64","0","1","1","10","5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","80","20","0","0","0","1|2|3|4|5","3","99","1","1|2","3","40","60","1|2","3","5","2","6","9","1","Polak/Polka","Polska","Polacy","2345","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","0","Intervention","Pass","FL_88","Intervention"
"266","2022-10-03 10:31:11","2022-10-03 10:45:56","0","100","885","1","2022-10-03 10:45:57","anonymous","PL","0.8999999761581421","1","57","0","1","1","10","9","1","1|2|3|4|5","45","20","15","15","5","1|2|3|4|5","1","1|2|3|4|5","45","35","10","4","6","1|2|3|4|5","6","50","50","1|2","4","63","37","1|2","3","7","2","6","2","1","Polak/Polka","Polska","Polacy","885","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","1","Control","Pass","FL_63","Control"
"267","2022-10-03 10:37:48","2022-10-03 10:47:08","0","100","559","1","2022-10-03 10:47:08","anonymous","PL","0.8999999761581421","1","51","0","1","1","8","5","2","4|3|2|1|5","8","40","27","7","18","4|3|2|1|5","2","4|3|2|1|5","10","40","0","0","50","4|3|2|1|5","4","80","20","2|1","3","50","50","2|1","3","4","2","3","2","1","Polak/Polka","Polska","Polacy","559","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","1","Intervention","Pass","FL_63","Intervention"
"268","2022-10-03 10:40:13","2022-10-03 10:47:16","0","100","422","1","2022-10-03 10:47:16","anonymous","PL","1","1","50","0","1","1","5","5","2","4|3|2|1|5","24","22","25","18","11","4|3|2|1|5","2","4|3|2|1|5","13","33","11","8","35","4|3|2|1|5","5","35","65","2|1","4","50","50","2|1","4","6","2","4","5","1","Polak/Polka","Polska","Polacy","422","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","0","Control","Pass","FL_76","Control"
"269","2022-10-03 10:43:54","2022-10-03 10:49:40","0","100","345","1","2022-10-03 10:49:40","anonymous","PL","0.8999999761581421","1","63","0","1","1","10","10","1","1|2|3|4|5","90","10","0","0","0","1|2|3|4|5","1","1|2|3|4|5","96","4","0","0","0","1|2|3|4|5","7","19","81","1|2","4","28","72","1|2","4","6","2","5","7","1","Polak/Polka","Polska","Polacy","345","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","1","Control","Pass","FL_64","Control"
"270","2022-10-03 10:44:35","2022-10-03 10:53:30","0","100","534","1","2022-10-03 10:53:30","anonymous","PL","1","1","33","1","1","1","7","6","2","1|2|3|4|5","51","46","0","3","0","1|2|3|4|5","1","1|2|3|4|5","99","1","0","0","0","1|2|3|4|5","1","95","5","1|2","1","97","3","1|2","1","2","2","4","6","1","Polak/Polka","Polska","Polacy","534","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","0","1","Intervention","Pass","FL_64","Intervention"
"271","2022-10-03 10:29:29","2022-10-03 10:58:15","0","100","1725","1","2022-10-03 10:58:15","anonymous","PL","1","1","54","0","1","1","10","10","2","1|2|3|4|5","20","61","9","2","8","1|2|3|4|5","2","1|2|3|4|5","29","30","10","5","26","1|2|3|4|5","5","38","62","1|2","4","67","33","1|2","3","4","2","3","2","1","Polak/Polka","Polska","Polacy","1725","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","0","Control","Pass","FL_76","Control"
"272","2022-10-03 10:48:58","2022-10-03 10:59:12","0","100","614","1","2022-10-03 10:59:12","anonymous","PL","0.8999999761581421","1","57","0","1","1","10","9","4","4|3|2|1|5","23","30","23","21","3","4|3|2|1|5","1","4|3|2|1|5","10","33","23","23","11","4|3|2|1|5","6","50","50","2|1","4","51","49","2|1","3","6","2","6","3","1","Polak/Polka","Polska","Polacy","614","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","0","0","Intervention","Pass","FL_88","Intervention"
"273","2022-10-03 10:52:10","2022-10-03 11:00:03","0","100","473","1","2022-10-03 11:00:04","anonymous","PL","1","1","45","1","1","1","10","10","4","4|3|2|1|5","0","0","28","72","0","4|3|2|1|5","1","4|3|2|1|5","45","45","0","0","10","4|3|2|1|5","6","40","60","2|1","3","41","59","2|1","3","4","2","4","10","1","Polak/Polka","Polska","Polacy","473","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","1","0","Intervention","Pass","FL_76","Intervention"
"274","2022-10-03 11:00:57","2022-10-03 11:04:23","0","100","205","1","2022-10-03 11:04:24","anonymous","PL","1","1","54","0","1","1","10","5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","97","3","1|2","1","85","15","1|2","1","2","2","6","3","1","Polak/Polka","Polska","Polacy","205","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","0","Control","Pass","FL_76","Control"
"275","2022-10-03 11:02:14","2022-10-03 11:05:20","0","100","186","1","2022-10-03 11:05:21","anonymous","PL","1","1","38","0","1","1","10","10","2","1|2|3|4|5","27","26","1","29","17","1|2|3|4|5","5","1|2|3|4|5","28","12","5","45","10","1|2|3|4|5","5","35","65","1|2","3","51","49","1|2","2","4","2","5","9","2","Polak/Polka","Polska","Polacy","186","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","0","0","Intervention","Pass","FL_88","Intervention"
"276","2022-10-03 11:01:37","2022-10-03 11:05:25","0","100","227","1","2022-10-03 11:05:25","anonymous","PL","1","1","44","1","1","1","10","10","4","4|3|2|1|5","1","1","1","1","96","4|3|2|1|5","4","4|3|2|1|5","7","8","6","4","75","4|3|2|1|5","5","50","50","2|1","1","0","100","2|1","4","4","2","4","10","1","Polak/Polka","Polska","Polacy","227","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"277","2022-10-03 11:00:20","2022-10-03 11:05:41","0","100","320","1","2022-10-03 11:05:41","anonymous","PL","1","1","66","0","1","1","10","10","2","4|3|2|1|5","13","35","32","20","0","4|3|2|1|5","2","4|3|2|1|5","11","20","40","29","0","4|3|2|1|5","5","87","13","2|1","3","62","38","2|1","2","5","2","5","7","2","Polak/Polka","Polska","Polacy","320","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","1","Control","Pass","FL_63","Control"
"278","2022-10-03 10:59:38","2022-10-03 11:05:43","0","100","364","1","2022-10-03 11:05:43","anonymous","PL","0.8999999761581421","1","43","0","1","1","0","1","1","1|2|3|4|5","69","31","0","0","0","1|2|3|4|5","1","1|2|3|4|5","68","29","0","0","3","1|2|3|4|5","6","14","86","1|2","4","0","100","1|2","4","7","2","3","10","2","Polak/Polka","Polska","Polacy","364","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","0","0","Intervention","Pass","FL_88","Intervention"
"279","2022-10-03 11:01:18","2022-10-03 11:06:47","0","100","328","1","2022-10-03 11:06:48","anonymous","PL","1","1","65","0","1","1","10","10","2","4|3|2|1|5","0","3","27","70","0","4|3|2|1|5","2","4|3|2|1|5","0","77","0","8","15","4|3|2|1|5","4","18","82","2|1","4","18","82","2|1","4","7","2","6","3","1","Polak/Polka","Polska","Polacy","328","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"280","2022-10-03 11:03:08","2022-10-03 11:07:16","0","100","248","1","2022-10-03 11:07:17","anonymous","PL","1","1","31","0","1","1","10","8","2","4|3|2|1|5","0","75","25","0","0","4|3|2|1|5","3","4|3|2|1|5","32","24","28","16","0","4|3|2|1|5","2","74","26","2|1","3","36","64","2|1","2","4","2","5","5","1","Polak/Polka","Polska","Polacy","248","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","1","0","Control","Pass","FL_76","Control"
"281","2022-10-03 11:01:55","2022-10-03 11:07:32","0","100","336","1","2022-10-03 11:07:33","anonymous","PL","1","1","48","1","1","1","4","2","2","4|3|2|1|5","4","0","41","29","26","4|3|2|1|5","3","4|3|2|1|5","18","41","31","10","0","4|3|2|1|5","3","72","28","2|1","2","54","46","2|1","3","2","2","2","3","2","Polak/Polka","Polska","Polacy","336","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","0","1","Control","Pass","FL_64","Control"
"282","2022-10-03 11:02:42","2022-10-03 11:08:43","0","100","361","1","2022-10-03 11:08:44","anonymous","PL","1","1","61","0","1","1","10","10","2","1|2|3|4|5","40","45","10","5","0","1|2|3|4|5","2","1|2|3|4|5","44","54","2","0","0","1|2|3|4|5","7","66","34","1|2","4","26","74","1|2","4","7","2","7","10","1","Polak/Polka","Polska","Polacy","361","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","1","Control","Pass","FL_63","Control"
"283","2022-10-03 10:54:38","2022-10-03 11:08:50","0","100","851","1","2022-10-03 11:08:50","anonymous","PL","0.8999999761581421","1","34","0","1","1","10","9","2","4|3|2|1|5","21","14","14","18","33","4|3|2|1|5","5","4|3|2|1|5","0","0","0","0","100","4|3|2|1|5","1","58","42","2|1","2","63","37","2|1","2","3","2","4","5","2","Polak/Polka","Polska","Polacy","851","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"284","2022-10-03 11:01:10","2022-10-03 11:09:37","0","100","506","1","2022-10-03 11:09:37","anonymous","PL","0.8999999761581421","1","58","0","1","1","10","10","2","1|2|3|4|5","39","57","3","1","0","1|2|3|4|5","2","1|2|3|4|5","29","48","8","0","15","1|2|3|4|5","7","19","81","1|2","3","28","72","1|2","3","6","2","4","2","1","Polak/Polka","Polska","Polacy","506","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","0","1","Intervention","Pass","FL_64","Intervention"
"285","2022-10-03 11:09:50","2022-10-03 11:10:13","0","100","23","1","2022-10-03 11:10:13","anonymous","PL","1","1","20","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Polak/Polka","Polska","Polacy","23","Polski","Polsce","Polakiem/Polką","Polaków","Screenout","18-29","","","","","",""
"286","2022-10-03 11:08:04","2022-10-03 11:14:24","0","100","380","1","2022-10-03 11:14:25","anonymous","PL","1","1","53","0","1","1","10","8","1","4|3|2|1|5","10","30","20","20","20","4|3|2|1|5","2","4|3|2|1|5","0","10","40","50","0","4|3|2|1|5","5","30","70","2|1","2","40","60","2|1","2","6","2","3","2","1","Polak/Polka","Polska","Polacy","380","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","0","1","Control","Pass","FL_64","Control"
"287","2022-10-03 10:13:01","2022-10-03 11:16:12","0","100","3791","1","2022-10-03 11:16:12","anonymous","PL","1","1","48","0","1","1","10","8","2","4|3|2|1|5","42","27","14","12","5","4|3|2|1|5","2","4|3|2|1|5","15","60","6","3","16","4|3|2|1|5","5","27","73","2|1","3","32","68","2|1","3","5","2","6","2","1","Polak/Polka","Polska","Polacy","3791","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","0","0","Control","Pass","FL_88","Control"
"288","2022-10-03 11:15:17","2022-10-03 11:17:25","0","100","128","1","2022-10-03 11:17:26","anonymous","PL","1","1","39","1","1","1","10","10","2","4|3|2|1|5","34","38","4","24","0","4|3|2|1|5","3","4|3|2|1|5","45","40","9","0","6","4|3|2|1|5","4","48","52","2|1","3","69","31","2|1","2","6","2","5","5","2","Polak/Polka","Polska","Polacy","128","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"289","2022-10-03 11:06:42","2022-10-03 11:19:18","0","100","756","1","2022-10-03 11:19:19","anonymous","PL","0.8999999761581421","1","32","1","1","1","10","5","1","1|2|3|4|5","41","59","0","0","0","1|2|3|4|5","1","1|2|3|4|5","44","56","0","0","0","1|2|3|4|5","5","60","40","1|2","2","50","50","1|2","2","6","2","7","8","1","Polak/Polka","Polska","Polacy","756","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"290","2022-10-03 10:00:46","2022-10-03 11:20:29","0","100","4783","1","2022-10-03 11:20:30","anonymous","PL","0.8999999761581421","1","21","0","1","1","4","7","2","1|2|3|4|5","63","15","11","0","11","1|2|3|4|5","1","1|2|3|4|5","70","21","0","0","9","1|2|3|4|5","5","48","52","1|2","3","69","31","1|2","2","7","2","3","4","1","Polak/Polka","Polska","Polacy","4783","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","1","Control","Pass","FL_63","Control"
"291","2022-10-03 11:18:24","2022-10-03 11:21:51","0","100","207","1","2022-10-03 11:21:51","anonymous","PL","0.8999999761581421","1","61","0","1","1","10","10","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","5","4|3|2|1|5","0","0","48","52","0","4|3|2|1|5","4","0","100","2|1","4","0","100","2|1","4","99","2","4","5","1","Polak/Polka","Polska","Polacy","207","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","1","Intervention","Pass","FL_64","Intervention"
"292","2022-10-03 11:24:33","2022-10-03 11:28:29","0","100","236","1","2022-10-03 11:28:30","anonymous","PL","1","1","36","1","1","1","10","9","1","1|2|3|4|5","24","33","24","15","4","1|2|3|4|5","1","1|2|3|4|5","20","30","20","24","6","1|2|3|4|5","6","52","48","1|2","4","50","50","1|2","3","7","2","3","5","2","Polak/Polka","Polska","Polacy","236","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","0","0","Control","Pass","FL_88","Control"
"293","2022-10-03 11:26:35","2022-10-03 11:29:51","0","100","195","1","2022-10-03 11:29:51","anonymous","PL","0.8999999761581421","1","47","0","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","100","0","1|2","2","100","0","1|2","2","4","2","4","10","1","Polak/Polka","Polska","Polacy","195","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","0","0","Intervention","Pass","FL_88","Intervention"
"294","2022-10-03 10:23:02","2022-10-03 11:32:45","0","100","4183","1","2022-10-03 11:32:46","anonymous","PL","1","1","33","0","1","1","9","9","1","4|3|2|1|5","9","84","7","0","0","4|3|2|1|5","2","4|3|2|1|5","0","49","26","25","0","4|3|2|1|5","5","40","60","2|1","3","47","53","2|1","3","3","2","6","1","1","Polak/Polka","Polska","Polacy","4183","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","1","1","Control","Pass","FL_63","Control"
"295","2022-10-03 11:30:14","2022-10-03 11:36:54","0","100","400","1","2022-10-03 11:36:56","anonymous","PL","1","1","41","0","1","1","10","10","3","4|3|2|1|5","0","0","92","8","0","4|3|2|1|5","2","4|3|2|1|5","15","27","23","35","0","4|3|2|1|5","5","42","58","2|1","3","28","72","2|1","2","4","2","4","6","1","Polak/Polka","Polska","Polacy","400","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","1","1","Control","Pass","FL_63","Control"
"296","2022-10-03 11:17:00","2022-10-03 11:37:11","0","100","1210","1","2022-10-03 11:37:11","anonymous","PL","1","1","68","0","1","1","10","10","1","1|2|3|4|5","68","20","10","2","0","1|2|3|4|5","2","1|2|3|4|5","55","25","5","2","13","1|2|3|4|5","7","15","85","1|2","4","10","90","1|2","4","7","2","3","10","1","Polak/Polka","Polska","Polacy","1210","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","1","Control","Pass","FL_63","Control"
"297","2022-10-03 11:33:29","2022-10-03 11:38:03","0","100","273","1","2022-10-03 11:38:03","anonymous","PL","1","1","47","0","1","1","10","10","2","1|2|3|4|5","0","100","0","0","0","1|2|3|4|5","2","1|2|3|4|5","0","100","0","0","0","1|2|3|4|5","5","0","100","1|2","3","100","0","1|2","2","5","2","5","5","1","Polak/Polka","Polska","Polacy","273","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","0","1","Intervention","Pass","FL_64","Intervention"
"298","2022-10-03 11:39:51","2022-10-03 11:50:01","0","100","610","1","2022-10-03 11:50:02","anonymous","PL","1","1","54","0","1","1","10","10","2","1|2|3|4|5","0","43","54","0","3","1|2|3|4|5","2","1|2|3|4|5","27","48","10","0","15","1|2|3|4|5","3","54","46","1|2","4","59","41","1|2","3","4","2","3","1","1","Polak/Polka","Polska","Polacy","610","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","1","0","Intervention","Pass","FL_76","Intervention"
"299","2022-10-03 11:07:34","2022-10-03 11:51:13","0","100","2619","1","2022-10-03 11:51:14","anonymous","PL","1","1","61","0","1","1","10","10","2","4|3|2|1|5","30","20","10","20","20","4|3|2|1|5","2","4|3|2|1|5","30","30","20","10","10","4|3|2|1|5","5","20","80","2|1","4","13","87","2|1","3","6","2","4","7","1","Polak/Polka","Polska","Polacy","2619","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","0","Intervention","Pass","FL_76","Intervention"
"300","2022-10-03 11:48:47","2022-10-03 11:52:20","0","100","212","1","2022-10-03 11:52:20","anonymous","PL","1","1","43","0","1","1","6","7","2","1|2|3|4|5","50","50","0","0","0","1|2|3|4|5","1","1|2|3|4|5","23","55","9","13","0","1|2|3|4|5","5","52","48","1|2","3","50","50","1|2","3","5","2","4","5","1","Polak/Polka","Polska","Polacy","212","Polski","Polsce","Polakiem/Polką","Polaków","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"301","2022-10-03 11:53:26","2022-10-03 11:55:33","0","100","126","1","2022-10-03 11:55:34","anonymous","PL","1","1","34","1","1","1","10","10","1","1|2|3|4|5","67","33","0","0","0","1|2|3|4|5","2","1|2|3|4|5","35","36","13","16","0","1|2|3|4|5","3","43","57","1|2","2","43","57","1|2","2","5","2","4","5","1","Polak/Polka","Polska","Polacy","126","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","30-39","1","1","Control","Pass","FL_63","Control"
"302","2022-10-03 11:52:23","2022-10-03 11:55:36","0","100","193","1","2022-10-03 11:55:38","anonymous","PL","1","1","35","1","1","1","8","9","2","4|3|2|1|5","7","0","0","0","93","4|3|2|1|5","2","4|3|2|1|5","0","0","29","71","0","4|3|2|1|5","5","22","78","2|1","3","23","77","2|1","3","6","2","3","3","1","Polak/Polka","Polska","Polacy","193","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","0","1","Intervention","Pass","FL_64","Intervention"
"303","2022-10-03 11:54:50","2022-10-03 11:57:41","0","100","171","1","2022-10-03 11:57:42","anonymous","PL","1","1","24","1","1","1","10","10","5","4|3|2|1|5","10","23","26","19","22","4|3|2|1|5","2","4|3|2|1|5","0","24","21","33","22","4|3|2|1|5","7","25","75","2|1","4","86","14","2|1","4","7","2","4","5","1","Polak/Polka","Polska","Polacy","171","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","18-29","0","0","Intervention","Pass","FL_88","Intervention"
"304","2022-10-03 11:53:17","2022-10-03 11:58:00","0","100","283","1","2022-10-03 11:58:01","anonymous","PL","1","1","50","0","1","1","9","7","1","4|3|2|1|5","19","26","24","24","7","4|3|2|1|5","1","4|3|2|1|5","46","24","15","2","13","4|3|2|1|5","5","66","34","2|1","3","67","33","2|1","3","5","2","5","5","1","Polak/Polka","Polska","Polacy","283","Polski","Polsce","Polakiem/Polką","Polaków","Complete","50-59","0","0","Control","Pass","FL_88","Control"
"305","2022-10-03 11:54:33","2022-10-03 11:58:20","0","100","226","1","2022-10-03 11:58:20","anonymous","PL","1","1","34","1","1","1","10","10","1","1|2|3|4|5","57","43","0","0","0","1|2|3|4|5","1","1|2|3|4|5","30","51","19","0","0","1|2|3|4|5","5","62","38","1|2","3","46","54","1|2","3","7","2","5","10","1","Polak/Polka","Polska","Polacy","226","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","1","0","Control","Pass","FL_76","Control"
"306","2022-10-03 11:54:20","2022-10-03 11:59:16","0","100","295","1","2022-10-03 11:59:16","anonymous","PL","1","1","70","0","1","1","10","10","2","1|2|3|4|5","45","0","5","0","50","1|2|3|4|5","2","1|2|3|4|5","56","37","0","0","7","1|2|3|4|5","6","19","81","1|2","3","40","60","1|2","2","5","2","5","5","2","Polak/Polka","Polska","Polacy","295","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","1","1","Intervention","Pass","FL_63","Intervention"
"307","2022-10-03 10:44:19","2022-10-03 11:59:50","0","100","4530","1","2022-10-03 11:59:50","anonymous","PL","1","1","30","1","1","1","10","10","1","1|2|3|4|5","17","28","14","37","4","1|2|3|4|5","1","1|2|3|4|5","13","21","24","33","9","1|2|3|4|5","7","17","83","1|2","4","24","76","1|2","3","7","2","5","5","1","Polak/Polka","Polska","Polacy","4530","Polski","Polsce","Polakiem/Polką","Polaków","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"308","2022-10-03 11:53:36","2022-10-03 12:08:45","0","100","909","1","2022-10-03 12:08:46","anonymous","PL","1","1","65","0","1","1","10","10","2","1|2|3|4|5","32","48","9","2","9","1|2|3|4|5","1","1|2|3|4|5","67","18","3","3","9","1|2|3|4|5","7","38","62","1|2","4","74","26","1|2","4","7","2","3","0","1","Polak/Polka","Polska","Polacy","909","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","1","Intervention","Pass","FL_64","Intervention"
"309","2022-10-03 12:06:35","2022-10-03 12:11:08","0","100","272","1","2022-10-03 12:11:09","anonymous","PL","0.8999999761581421","1","22","0","1","1","9","6","2","4|3|2|1|5","5","50","30","10","5","4|3|2|1|5","2","4|3|2|1|5","10","40","20","20","10","4|3|2|1|5","5","40","60","2|1","3","60","40","2|1","2","5","2","3","3","2","Polak/Polka","Polska","Polacy","272","Polski","Polsce","Polakiem/Polką","Polaków","Complete","18-29","1","1","Intervention","Pass","FL_63","Intervention"
"310","2022-10-03 12:01:40","2022-10-03 12:13:08","0","100","688","1","2022-10-03 12:13:10","anonymous","PL","1","1","62","0","1","1","10","10","2","1|2|3|4|5","50","40","0","0","10","1|2|3|4|5","1","1|2|3|4|5","50","30","10","0","10","1|2|3|4|5","4","27","73","1|2","4","20","80","1|2","3","5","2","6","10","1","Polak/Polka","Polska","Polacy","688","Polski","Polsce","Polakiem/Polką","Polaków","Complete","60+","0","0","Control","Pass","FL_88","Control"
"311","2022-10-03 12:13:14","2022-10-03 12:15:45","0","100","150","1","2022-10-03 12:15:45","anonymous","PL","1","1","46","1","1","1","2","5","2","1|2|3|4|5","49","51","0","0","0","1|2|3|4|5","2","1|2|3|4|5","0","64","35","0","1","1|2|3|4|5","4","100","0","1|2","2","100","0","1|2","2","4","2","6","6","1","Polak/Polka","Polska","Polacy","150","Polski","Polsce","Polakiem/Polką","Polaków","Speeder","40-49","1","0","Control","Pass","FL_76","Control"
